3.12500e-02	3.05176e-05	11.3704
3.12500e-02	1.22070e-04	11.3704
3.12500e-02	4.88281e-04	11.3704
3.12500e-02	1.95313e-03	19.3704
3.12500e-02	7.81250e-03	63.1852
3.12500e-02	3.12500e-02	28.3333
3.12500e-02	1.25000e-01	11.3704
3.12500e-02	5.00000e-01	11.3704
3.12500e-02	00002	11.3704
3.12500e-02	00008	11.3704
1.45816e-01	3.05176e-05	11.3704
1.45816e-01	1.22070e-04	11.3704
1.45816e-01	4.88281e-04	32.5185
1.45816e-01	1.95313e-03	81.2593
1.45816e-01	7.81250e-03	88.6667
1.45816e-01	3.12500e-02	88.8519
1.45816e-01	1.25000e-01	19.7037
1.45816e-01	5.00000e-01	11.3704
1.45816e-01	00002	11.3704
1.45816e-01	00008	11.3704
6.80395e-01	3.05176e-05	11.3704
6.80395e-01	1.22070e-04	40.7037
6.80395e-01	4.88281e-04	83.1111
6.80395e-01	1.95313e-03	88.963
6.80395e-01	7.81250e-03	92.3333
6.80395e-01	3.12500e-02	94.1852
6.80395e-01	1.25000e-01	31.1852
6.80395e-01	5.00000e-01	14.7407
6.80395e-01	00002	11.3704
6.80395e-01	00008	11.3704
3.17480e+00	3.05176e-05	49.1852
3.17480e+00	1.22070e-04	84.8889
3.17480e+00	4.88281e-04	89.4444
3.17480e+00	1.95313e-03	92
3.17480e+00	7.81250e-03	94.1481
3.17480e+00	3.12500e-02	95.1852
3.17480e+00	1.25000e-01	58.7778
3.17480e+00	5.00000e-01	18.963
3.17480e+00	00002	11.3704
3.17480e+00	00008	11.3704
1.48140e+01	3.05176e-05	85.3704
1.48140e+01	1.22070e-04	89.5185
1.48140e+01	4.88281e-04	91.7407
1.48140e+01	1.95313e-03	92.7037
1.48140e+01	7.81250e-03	94.4815
1.48140e+01	3.12500e-02	95.1852
1.48140e+01	1.25000e-01	58.7778
1.48140e+01	5.00000e-01	18.963
1.48140e+01	00002	11.3704
1.48140e+01	00008	11.3704
6.91238e+01	3.05176e-05	90
6.91238e+01	1.22070e-04	91.6296
6.91238e+01	4.88281e-04	91.6296
6.91238e+01	1.95313e-03	92.2593
6.91238e+01	7.81250e-03	94.4815
6.91238e+01	3.12500e-02	95.1852
6.91238e+01	1.25000e-01	58.7778
6.91238e+01	5.00000e-01	18.963
6.91238e+01	00002	11.3704
6.91238e+01	00008	11.3704
3.22540e+02	3.05176e-05	91.6296
3.22540e+02	1.22070e-04	91.3333
3.22540e+02	4.88281e-04	90.963
3.22540e+02	1.95313e-03	92.2222
3.22540e+02	7.81250e-03	94.4815
3.22540e+02	3.12500e-02	95.1852
3.22540e+02	1.25000e-01	58.7778
3.22540e+02	5.00000e-01	18.963
3.22540e+02	00002	11.3704
3.22540e+02	00008	11.3704
1.50501e+03	3.05176e-05	91.2593
1.50501e+03	1.22070e-04	90.5926
1.50501e+03	4.88281e-04	90.8148
1.50501e+03	1.95313e-03	92.2222
1.50501e+03	7.81250e-03	94.4815
1.50501e+03	3.12500e-02	95.1852
1.50501e+03	1.25000e-01	58.7778
1.50501e+03	5.00000e-01	18.963
1.50501e+03	00002	11.3704
1.50501e+03	00008	11.3704
7.02254e+03	3.05176e-05	90.2593
7.02254e+03	1.22070e-04	90.4815
7.02254e+03	4.88281e-04	90.8148
7.02254e+03	1.95313e-03	92.2222
7.02254e+03	7.81250e-03	94.4815
7.02254e+03	3.12500e-02	95.1852
7.02254e+03	1.25000e-01	58.7778
7.02254e+03	5.00000e-01	18.963
7.02254e+03	00002	11.3704
7.02254e+03	00008	11.3704
32768	3.05176e-05	90.1481
32768	1.22070e-04	90.4815
32768	4.88281e-04	90.8148
32768	1.95313e-03	92.2222
32768	7.81250e-03	94.4815
32768	3.12500e-02	95.1852
32768	1.25000e-01	58.7778
32768	5.00000e-01	18.963
32768	00002	11.3704
32768	00008	11.3704
-----------------
-----------------
-----------------
3.12500e-02	00000	91.6296
1.45816e-01	00000	90.9259
6.80395e-01	00000	90.0741
3.17480e+00	00000	90.037
1.48140e+01	00000	90.037
6.91238e+01	00000	90.037
3.22540e+02	00000	90.037
1.50501e+03	00000	90.037
7.02254e+03	00000	90.037
